Nome,SKU,descrizione,pressione,SDR,categoria,IMMAGINI,SCHEDA DATI,INFO TECNICHE
COLLAR DE REPARACIÓN CON TRES PIEZAS CON OCHO TIRANTES,135,"Collar de tres piezas de ocho tirantes para la reparación temporal de todo tipo de tubería de uso agua o gas. Compatibie con agua potable, se para la reparación temporal de todo tipo de tubería de uso agua para múltiples tipos de roturas inclusotransversales hasta el 80%. puede emplearse para roturas transversales superioresal 80% siempre y cuando las tuberías estén bien ancladas puesto que elcollar no hace de junta antiextracción. Disponible también con tornillería inox para mayor resistencia a la corrosión.",,,icog|icoaq|icoap,https://www.macplastsrl.it/2393-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2394-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2395-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2667-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2668-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2396-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2669-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2670-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2397-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2671-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2672-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2398-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2673-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2674-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2399-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2675-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg|https://www.macplastsrl.it/2676-thickbox_default/collar-de-reparacin-con-tres-piezas-con-ocho-tirantes.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Borne en fundición esferoidal GJS-500-7según UNI EN 1563, con revestimiento protectivo tipo barnizado epoxídico electrostático espesor medio 250µm, atóxico, según ISO 14901,  </li><li>Pernos de apretamiento en acero galvanizado: tornillo M10 (D21-D64) M12 (D65-D229) según UNI EN ISO 898-1 con cuadro bajo la cabeza ref. DIN/ISO 603, tuerca embridada DIN 6923. revestimiento protectivo galvanizado electrolítico blanco. </li><li>Guarnición en NBR, dureza 60 shore, vulcanizada en la banda inox y conforme conel DM174/2004 para el uso en instalaciones de agua potable.</li><li>Banda de acero inox AISI 304 espesor 0,80 mm.  </li><li>Tirante inox (AISI 304) a peticiòn. </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Reparación de conductos rígidos como acero, fundición, fibrocemento y PVC.  </li><li>Certificado para el uso en instalaciones para agua potable según el D.M. 174 de2004.  </li><li>Ensayado con pruebas a presión en taller. </li><li>Aplicación en todas las superficies, incluso rugosas. </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Temperatura de uso -10°C / 60°C.  </li><li>No debe exponerse directamente a la radiación solar (para la conservación de la junta).</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
</ul></div>"
BOCA DE AGUA DE LÍNEA ROSCADA,105,Columna hidrante para instalación en líneaen instalaciones de irrigación. Conexiónala instalación por medio de manguito eléctrico y soldadura tope/tope. Salida roscada macho estanca en rosca.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2295-thickbox_default/boca-de-agua-de-lnea-roscada.jpg|https://www.macplastsrl.it/2296-thickbox_default/boca-de-agua-de-lnea-roscada.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo y TEE en polietileno alta densidadPE100 color negro.     </li><li>Pernos de apretamiento en acero galvanizado: tornillo M10 (D21-D64) M12 (D65-D229) según UNI EN ISO 898-1 con cuadro bajo la cabeza ref. DIN/ISO 603, tuerca embridada DIN 6923. revestimiento protectivo galvanizado electrolítico blanco. </li><li>O-ring en terminal en NBR 70 Sh.A certificado gas y agua potable (DVGW).  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Soldadura MKM según UNI 7616.  </li><li>Tee o tee reducida según UNI EN 12201-3para los hidrantes DE 90, 110, 125. </li><li>Racor MKM para los hidrantes DE 140, 160, 180, 200. </li><li>Tubo polietileno según UNI EN 12201-2.  </li><li>Unión metal/PE conforme con la norma UNI 9736, de paso total aislado de infiltraciones externas.</li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Roscado terminal macho cónico según UNIEN 10226-1. </li><li>Terminal de derivación provisto de o-ring de seguridad interno. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-3</li>
<li>ISO 4427-3</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE LÍNEA EMBRIDADA,106,Columna hidrante para instalación en líneaen instalaciones de irrigación. Conexiónala instalación por medio de manguito eléctrico y soldadura tope/tope. Salida embridada.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2297-thickbox_default/boca-de-agua-de-lnea-embridada.jpg|https://www.macplastsrl.it/2298-thickbox_default/boca-de-agua-de-lnea-embridada.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo, TEE y carpetas en polietileno alta densidad PE100 color negro.     </li><li>Pernos de apretamiento en acero galvanizado: tornillo M10 (D21-D64) M12 (D65-D229) según UNI EN ISO 898-1 con cuadro bajo la cabeza ref. DIN/ISO 603, tuerca embridada DIN 6923. revestimiento protectivo galvanizado electrolítico blanco. </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Soldadura MKM según UNI 7616.  </li><li>Tee o tee reducida según UNI EN 12201-3para los hidrantes DE 90, 110, 125. </li><li>Racor MKM para los hidrantes DE 140, 160, 180, 200. </li><li>Tubo polietileno según UNI EN 12201-2.  </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Brida terminal según ISO 15494.  </li><li>Conexiones brida según EN 1092.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>EN 1092-1 / ISO 7005</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE LÍNEA ROSCADA CON UN VASO,143,Columna hidrante para instalación en líneaen instalaciones de irrigación. Conexiónala instalación por medio de manguito eléctrico o soldadura tpe/tope por un ladoy a conexión rápida al otro. Salida roscada macho estanca en rosca.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2410-thickbox_default/boca-de-agua-de-lnea-roscada-con-un-vaso.jpg|https://www.macplastsrl.it/2411-thickbox_default/boca-de-agua-de-lnea-roscada-con-un-vaso.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo, TEE y copa en polietileno alta densidad PE100 color negro.     </li><li>Tronco en acero al carbono según ISO 3183/API 5L galvanizado por fuera y por dentro según UNI EN 10240-A1 (conforme conel DM174 para compatibilidad con agua potable,) y revestido por fuera con triple capa de LDPE negro clase R3R según UNI9099 (art. 005)</li><li>O-ring en terminal en NBR 70 Sh.A certificado gas y agua potable (DVGW).  </li><li>Guarniciones y copas en EPDM de labio según UNI EN 681-2.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Soldadura MKM según UNI 7616.  </li><li>Tee o tee reducida según UNI EN 12201-3para los hidrantes DE 90, 110, 125. </li><li>Racor MKM para los hidrantes DE 140, 160, 180, 200. </li><li>Tubo polietileno según UNI EN 12201-2.  </li><li>Unión metal/PE conforme con la norma UNI 9736, de paso total aislado de infiltraciones externas.</li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Roscado terminal macho cónico según UNIEN 10226-1. </li><li>Terminal de derivación provisto de o-ring de seguridad interno. </li><li>Copa de acoplamiento en PE según UNI 9561 con anillo a prueba de deslizamiento y guarnición elastométrica de labio.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-3</li>
<li>ISO 4427-3</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE LÍNEA EMBRIDADA CON UN VASO,145,Columna hidrante para instalación en líneaen instalaciones de irrigación. Conexiónala instalación por medio de manguito eléctrico o soldadura tope/tope por un lado y a conexión rápida al otro. Salida embridada.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2414-thickbox_default/boca-de-agua-de-lnea-embridada-con-un-vaso.jpg|https://www.macplastsrl.it/2415-thickbox_default/boca-de-agua-de-lnea-embridada-con-un-vaso.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo, TEE, carpetas y copa en polietileno alta densidad PE100 color negro.     </li><li>Brida terminal en GJS-500-7 con revestimiento en PP-GF30 (art. 175)     </li><li>Guarniciones y copas en EPDM de labio según UNI EN 681-2.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Soldadura MKM según UNI 7616.  </li><li>Tee o tee reducida según UNI EN 12201-3para los hidrantes DE 90, 110, 125. </li><li>Racor MKM para los hidrantes DE 140, 160, 180, 200. </li><li>Tubo polietileno según UNI EN 12201-2.  </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Brida terminal según ISO 15494.  </li><li>Conexiones brida según EN 1092.  </li><li>Copa de acoplamiento en PE según UNI 9561 con anillo a prueba de deslizamiento y guarnición elastométrica de labio.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>EN 1092-1 / ISO 7005</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE LÍNEA ROSCADA CON DOS VASOS,144,Columna hidrante para instalación en líneaen instalaciones de irrigación. Conexiónala instalación por medio de conexiones rápidas. Salida roscada macho estanca en rosca.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2412-thickbox_default/boca-de-agua-de-lnea-roscada-con-dos-vasos.jpg|https://www.macplastsrl.it/2413-thickbox_default/boca-de-agua-de-lnea-roscada-con-dos-vasos.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo, TEE y copa en polietileno alta densidad PE100 color negro.     </li><li>Tronco en acero al carbono según ISO 3183/API 5L galvanizado por fuera y por dentro según UNI EN 10240-A1 (conforme conel DM174 para compatibilidad con agua potable,) y revestido por fuera con triple capa de LDPE negro clase R3R según UNI9099 (art. 005)</li><li>O-ring en terminal en NBR 70 Sh.A certificado gas y agua potable (DVGW).  </li><li>Guarniciones y copas en EPDM de labio según UNI EN 681-2.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Soldadura MKM según UNI 7616.  </li><li>Tee o tee reducida según UNI EN 12201-3para los hidrantes DE 90, 110, 125. </li><li>Racor MKM para los hidrantes DE 140, 160, 180, 200. </li><li>Tubo polietileno según UNI EN 12201-2.  </li><li>Unión metal/PE conforme con la norma UNI 9736, de paso total aislado de infiltraciones externas.</li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Roscado terminal macho cónico según UNIEN 10226-1. </li><li>Terminal de derivación provisto de o-ring de seguridad interno. </li><li>Copa de acoplamiento en PE según UNI 9561 con anillo a prueba de deslizamiento y guarnición elastométrica de labio.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-3</li>
<li>ISO 4427-3</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE LÍNEA EMBRIDADA CON DOS VASOS,146,Columna hidrante para instalación en líneaen instalaciones de irrigación. Conexiónala instalación por medio de conexiones rápidas. Salida embridada.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2416-thickbox_default/boca-de-agua-de-lnea-embridada-con-dos-vasos.jpg|https://www.macplastsrl.it/2417-thickbox_default/boca-de-agua-de-lnea-embridada-con-dos-vasos.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo, TEE, carpetas y copa en polietileno alta densidad PE100 color negro.     </li><li>Brida terminal en GJS-500-7 con revestimiento en PP-GF30 (art. 175)     </li><li>Guarniciones y copas en EPDM de labio según UNI EN 681-2.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Soldadura MKM según UNI 7616.  </li><li>Tee o tee reducida según UNI EN 12201-3para los hidrantes DE 90, 110, 125. </li><li>Racor MKM para los hidrantes DE 140, 160, 180, 200. </li><li>Tubo polietileno según UNI EN 12201-2.  </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Brida terminal según ISO 15494.  </li><li>Conexiones brida según EN 1092.  </li><li>Copa de acoplamiento en PE según UNI 9561 con anillo a prueba de deslizamiento y guarnición elastométrica de labio.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>EN 1092-1 / ISO 7005</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE FINAL DE LÍNEA ROSCADA,109,Coumna hidrante para instalación de fin delínea en instalaciones de irrigación. Conexión a la instalación por medio de manguito eléctrico y soldadura tope/tope. Salida roscada macho estanca en rosca.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2299-thickbox_default/boca-de-agua-de-final-de-lnea-roscada.jpg|https://www.macplastsrl.it/2300-thickbox_default/boca-de-agua-de-final-de-lnea-roscada.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo, codo y reducción en polietileno alta densieqe PE100 color negro.     </li><li>Pernos de apretamiento en acero galvanizado: tornillo M10 (D21-D64) M12 (D65-D229) según UNI EN ISO 898-1 con cuadro bajo la cabeza ref. DIN/ISO 603, tuerca embridada DIN 6923. revestimiento protectivo galvanizado electrolítico blanco. </li><li>O-ring en terminal en NBR 70 Sh.A certificado gas y agua potable (DVGW).  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Tubo polietileno según UNI EN 12201-2.  </li><li>Unión metal/PE conforme con la norma UNI 9736, de paso total aislado de infiltraciones externas.</li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Roscado terminal macho cónico según UNIEN 10226-1. </li><li>Terminal de derivación provisto de o-ring de seguridad interno. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-3</li>
<li>ISO 4427-3</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE FINAL DE LÍNEA EMBRIDADA,110,Coumna hidrante para instalación de fin delínea en instalaciones de irrigación. Conexión a la instalación por medio de manguito eléctrico y soldadura tope/tope. Salida embridada.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2301-thickbox_default/boca-de-agua-de-final-de-lnea-embridada.jpg|https://www.macplastsrl.it/2302-thickbox_default/boca-de-agua-de-final-de-lnea-embridada.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo, codo, reducción y carpetas en polietileno alta densidad PE100 color negro.     </li><li>Pernos de apretamiento en acero galvanizado: tornillo M10 (D21-D64) M12 (D65-D229) según UNI EN ISO 898-1 con cuadro bajo la cabeza ref. DIN/ISO 603, tuerca embridada DIN 6923. revestimiento protectivo galvanizado electrolítico blanco. </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Tubo polietileno según UNI EN 12201-2.  </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Brida terminal según ISO 15494.  </li><li>Conexiones brida según EN 1092.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>EN 1092-1 / ISO 7005</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE FINAL DE LÍNEA ROSCADA CON UN VASO,147,Coumna hidrante para instalación de fin delínea en instalaciones de irrigación. Conexión a la instalación por medio de manguito eléctrico o soldadura tpe/tope por un lado y a conexión rápida al otro. Salida roscada macho estanca en rosca.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2418-thickbox_default/boca-de-agua-de-final-de-lnea-roscada-con-un-vaso.jpg|https://www.macplastsrl.it/2419-thickbox_default/boca-de-agua-de-final-de-lnea-roscada-con-un-vaso.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo, codo, reducción y copa en polietileno alta densidad PE100 color negro.     </li><li>Tronco en acero al carbono según ISO 3183/API 5L galvanizado por fuera y por dentro según UNI EN 10240-A1 (conforme conel DM174 para compatibilidad con agua potable,) y revestido por fuera con triple capa de LDPE negro clase R3R según UNI9099 (art. 005)</li><li>O-ring en terminal en NBR 70 Sh.A certificado gas y agua potable (DVGW).  </li><li>Guarniciones y copas en EPDM de labio según UNI EN 681-2.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Tubo polietileno según UNI EN 12201-2.  </li><li>Unión metal/PE conforme con la norma UNI 9736, de paso total aislado de infiltraciones externas.</li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Roscado terminal macho cónico según UNIEN 10226-1. </li><li>Terminal de derivación provisto de o-ring de seguridad interno. </li><li>Copa de acoplamiento en PE según UNI 9561 con anillo a prueba de deslizamiento y guarnición elastométrica de labio.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-3</li>
<li>ISO 4427-3</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE FINAL DE LÍNEA EMBRIDADA CON UN VASO,148,Columna hidrante para instalación de fin de línea en instalaciones de irrigación. Conexión a la instalación por medio de manguito eléctrico o soldadura tpe/tope por un lado y a conexión rápida al otro. Salida embridada.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2420-thickbox_default/boca-de-agua-de-final-de-lnea-embridada-con-un-vaso.jpg|https://www.macplastsrl.it/2421-thickbox_default/boca-de-agua-de-final-de-lnea-embridada-con-un-vaso.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo, codo, reducción, carpetas y copa en polietileno alta densidad PE100 colornegro.    </li><li>Brida terminal en GJS-500-7 con revestimiento en PP-GF30 (art. 175)     </li><li>Guarniciones y copas en EPDM de labio según UNI EN 681-2.  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Tubo polietileno según UNI EN 12201-2.  </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Brida terminal según ISO 15494.  </li><li>Conexiones brida según EN 1092.  </li><li>Copa de acoplamiento en PE según UNI 9561 con anillo a prueba de deslizamiento y guarnición elastométrica de labio.</li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>EN 1092-1 / ISO 7005</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE ENTRADA ROSCADA,111,Columna hidrante para instalación de inmisión en instalación de irrigación. Conexión a la instalación por medio de manguito eléctrico y soldadura tope/tope. Salidaroscada macho estanca en rosca.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2303-thickbox_default/boca-de-agua-de-entrada-roscada.jpg|https://www.macplastsrl.it/2304-thickbox_default/boca-de-agua-de-entrada-roscada.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo y codo en polietileno alta densidad PE100 color negro.     </li><li>Pernos de apretamiento en acero galvanizado: tornillo M10 (D21-D64) M12 (D65-D229) según UNI EN ISO 898-1 con cuadro bajo la cabeza ref. DIN/ISO 603, tuerca embridada DIN 6923. revestimiento protectivo galvanizado electrolítico blanco. </li><li>O-ring en terminal en NBR 70 Sh.A certificado gas y agua potable (DVGW).  </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Tubo polietileno según UNI EN 12201-2.  </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Roscado terminal macho cónico según UNIEN 10226-1. </li><li>Terminal de derivación provisto de o-ring de seguridad interno. </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>UNI EN 12201-3</li>
<li>ISO 4427-3</li>
<li>UNI EN 10226-1</li>
</ul></div>"
BOCA DE AGUA DE ENTRADA EMBRIDADA,112,Columna hidrante para instalación de inmisión en instalación de irrigación. Conexión a la instalación por medio de manguito eléctrico y soldadura tope/tope. Salidaembridada.,PN 16 bar,SDR 11,icoir,https://www.macplastsrl.it/2305-thickbox_default/boca-de-agua-de-entrada-embridada.jpg|https://www.macplastsrl.it/2306-thickbox_default/boca-de-agua-de-entrada-embridada.jpg,"<table class=""table-data-sheet"">
<tr><td>Materiales</td><td><ul class=""feature_el""><li>Tubo, codo y carpetas en polietileno alta densidad PE100 color negro.     </li><li>Pernos de apretamiento en acero galvanizado: tornillo M10 (D21-D64) M12 (D65-D229) según UNI EN ISO 898-1 con cuadro bajo la cabeza ref. DIN/ISO 603, tuerca embridada DIN 6923. revestimiento protectivo galvanizado electrolítico blanco. </li></ul></td>
<tr><td>Certificaciones</td><td><ul class=""feature_el"">
</ul></td>
</tr></tr></table>","<h5>Anotación técnicas</h5>
<div class=""rte""><ul><li>Dimensional polietileno según UNI EN 12201-3, espesor estándar SDR11.  </li><li>Soldaduras polietileno cabeza/cabeza según UNI 10520.   </li><li>Tubo polietileno según UNI EN 12201-2.  </li></ul></div>
<h5>Características adicionales</h5>
<div class=""rte""><ul><li>Conforme con el uso en instalaciones para agua potable según el D.M. 174 de 2004..  </li></ul></div>
<h5>Más información</h5>
<div class=""rte""><ul><li>Brida terminal según ISO 15494.  </li><li>Conexiones brida según EN 1092.  </li></ul></div>
<h5>Normas</h5>
<div class=""rte""><ul>
<li>EN 1092-1 / ISO 7005</li>
<li>UNI EN 10226-1</li>
</ul></div>"
